#timestamp;nb_simulations;avg_children;max_depth;avg_depth;median_depth
1521680187.544935;99;21.118;4;3.917;4.0
1521680187.574602;100;21.132;4;3.918;4.0
1521680187.6183958;101;21.07;4;3.919;4.0
1521680187.6695502;102;21.01;4;3.92;4.0
1521680187.699659;103;20.975;4;3.921;4.0
1521680187.739367;104;20.916;4;3.922;4.0
1521680187.7811358;105;20.931;4;3.948;4.0
1521680187.8418078;106;20.874;4;3.949;4.0
1521680187.885141;107;20.986;4;3.974;4.0
1521680187.9307652;108;20.929;4;3.975;4.0
1521680187.957;109;20.873;4;3.975;4.0
1521680187.984694;110;20.818;4;3.975;4.0
1521680188.011654;111;20.763;4;3.976;4.0
1521680188.0433831;112;20.779;4;3.976;4.0
1521680188.069233;113;20.725;4;3.976;4.0
1521680188.095635;114;20.672;4;3.976;4.0
1521680188.150281;115;20.62;4;3.977;4.0
1521680188.181149;116;20.637;4;3.977;4.0
1521680188.217408;117;20.586;4;3.977;4.0
1521680188.25959;118;20.535;4;3.978;4.0
1521680188.2864819;119;20.484;4;3.978;4.0
1521680188.300545;120;20.434;4;3.978;4.0
1521680188.330348;121;20.541;4;3.978;4.0
1521680188.349563;122;20.515;4;3.978;4.0
1521680188.384126;123;20.466;4;3.979;4.0
1521680188.4183118;124;20.418;4;3.979;4.0
1521680188.4294899;125;20.37;4;3.979;4.0
1521680188.449464;126;20.323;4;3.979;4.0
1521680188.478048;127;20.276;4;3.98;4.0
1521680188.505682;128;20.254;4;3.98;4.0
1521680188.528267;129;20.208;4;3.98;4.0
1521680188.561049;130;20.187;4;4.0;4.0
1521680188.58521;131;20.142;4;4.0;4.0
1521680188.618518;132;20.098;4;4.0;4.0
1521680188.647536;133;20.054;4;4.0;4.0
1521680188.674398;134;20.011;4;4.0;4.0
1521680188.702388;135;19.968;4;4.0;4.0
1521680188.7296891;136;19.925;4;4.0;4.0
1521680188.756814;137;19.883;4;4.0;4.0
1521680188.783597;138;19.841;4;4.0;4.0
1521680188.800967;139;19.824;4;4.0;4.0
1521680188.823719;140;19.784;4;4.0;4.0
1521680188.862761;141;19.743;4;4.0;4.0
1521680188.908586;142;19.703;4;4.0;4.0
1521680188.9374511;143;19.663;4;4.0;4.0
1521680188.959983;144;19.624;4;4.0;4.0
1521680188.987351;145;19.585;4;4.0;4.0
1521680189.018564;146;19.546;4;4.0;4.0
1521680189.043375;147;19.508;4;4.0;4.0
1521680189.065599;148;19.47;4;4.0;4.0
1521680189.089409;149;19.432;4;4.0;4.0
1521680189.132343;150;19.395;4;4.0;4.0
1521680189.165741;151;19.383;4;4.0;4.0
1521680189.203414;152;19.346;4;4.0;4.0
1521680189.2328892;153;19.335;4;4.0;4.0
1521680189.266195;154;19.299;4;4.0;4.0
1521680189.3066828;155;19.263;4;4.0;4.0
1521680189.327971;156;19.253;4;4.0;4.0
1521680189.380424;157;19.218;4;4.0;4.0
1521680189.419488;158;19.183;4;4.0;4.0
1521680189.4430652;159;19.149;4;4.0;4.0
1521680189.4641652;160;19.115;4;4.0;4.0
1521680189.4916558;161;19.081;4;4.0;4.0
1521680189.530422;162;19.048;4;4.0;4.0
1521680189.5617101;163;19.014;4;4.0;4.0
1521680189.586425;164;19.006;4;4.0;4.0
1521680189.614794;165;18.974;4;4.0;4.0
1521680189.643786;166;18.941;4;4.0;4.0
1521680189.680182;167;18.909;4;4.0;4.0
1521680189.722272;168;19.004;4;4.0;4.0
1521680189.746513;169;18.972;4;4.0;4.0
1521680189.780858;170;18.94;4;4.0;4.0
1521680189.832695;171;18.909;4;4.0;4.0
1521680189.849997;172;19.002;4;4.0;4.0
1521680189.904154;173;18.97;4;4.0;4.0
1521680189.929205;174;18.939;4;4.0;4.0
1521680189.957942;175;18.932;4;4.0;4.0
1521680189.986012;176;18.902;4;4.0;4.0
1521680190.0320928;177;18.872;4;4.0;4.0
1521680190.0618272;178;18.962;4;4.0;4.0
1521680190.089429;179;18.932;4;4.0;4.0
1521680190.121731;180;18.902;4;4.0;4.0
1521680190.158179;181;18.927;4;4.0;4.0
1521680190.2123032;182;18.897;4;4.0;4.0
1521680190.252125;183;18.868;4;4.0;4.0
1521680190.274156;184;18.839;4;4.0;4.0
1521680190.2974389;185;18.833;4;4.0;4.0
1521680190.324575;186;18.804;4;4.0;4.0
1521680190.386383;187;18.776;4;4.0;4.0
1521680190.426369;188;18.747;4;4.0;4.0
1521680190.4700649;189;18.719;4;4.0;4.0
1521680190.4965801;190;18.691;4;4.0;4.0
1521680190.547071;191;18.664;4;4.0;4.0
1521680190.59866;192;18.636;4;4.0;4.0
1521680190.6600718;193;18.609;4;4.0;4.0
1521680190.6916502;194;18.582;4;4.0;4.0
1521680190.7468958;195;18.555;4;4.0;4.0
1521680190.777676;196;18.528;4;4.0;4.0
1521680190.827652;197;18.502;4;4.0;4.0
1521680190.866082;198;18.476;4;4.0;4.0
1521680190.887029;199;18.45;4;4.0;4.0
1521680190.910142;200;18.535;4;4.0;4.0
1521680190.958254;201;18.509;4;4.0;4.0
1521680190.999539;202;18.483;4;4.0;4.0
1521680191.03636;203;18.457;4;4.0;4.0
1521680191.074286;204;18.432;4;4.0;4.0
1521680191.14336;205;18.406;4;4.0;4.0
1521680191.19095;206;18.381;4;4.0;4.0
1521680191.24483;207;18.356;4;4.0;4.0
1521680191.2813299;208;18.331;4;4.0;4.0
1521680191.31507;209;18.307;4;4.0;4.0
1521680191.374105;210;18.282;4;4.0;4.0
1521680191.402679;211;18.258;4;4.0;4.0
1521680191.446545;212;18.234;4;4.0;4.0
1521680191.469311;213;18.233;4;4.0;4.0
1521680191.495969;214;18.209;4;4.0;4.0
1521680191.5199401;215;18.185;4;4.0;4.0
1521680191.559699;216;18.162;4;4.0;4.0
1521680191.589599;217;18.138;4;4.0;4.0
1521680191.643105;218;18.115;4;4.0;4.0
1521680191.671024;219;18.092;4;4.0;4.0
1521680191.7120152;220;18.069;4;4.0;4.0
1521680191.7516081;221;18.046;4;4.0;4.0
1521680192.3994062;222;18.024;4;4.0;4.0
1521680192.440566;223;18.001;4;4.0;4.0
1521680192.486163;224;17.979;4;4.0;4.0
1521680192.532469;225;17.957;4;4.0;4.0
1521680192.5597131;226;17.935;4;4.0;4.0
1521680192.586442;227;17.913;4;4.0;4.0
1521680192.620193;228;17.891;4;4.0;4.0
1521680192.660053;229;17.87;4;4.0;4.0
1521680192.696516;230;17.848;4;4.0;4.0
1521680192.741518;231;17.827;4;4.0;4.0
1521680192.770518;232;17.806;4;4.0;4.0
1521680192.811126;233;17.785;4;4.0;4.0
1521680192.848644;234;17.764;4;4.0;4.0
1521680192.88415;235;17.743;4;4.0;4.0
1521680192.906425;236;17.722;4;4.0;4.0
1521680192.9429061;237;17.702;4;4.0;4.0
1521680192.977931;238;17.681;4;4.0;4.0
1521680193.032893;239;17.661;4;4.0;4.0
1521680193.0663738;240;17.641;4;4.0;4.0
1521680193.0976;241;17.621;4;4.0;4.0
1521680193.1238232;242;17.601;4;4.0;4.0
1521680193.15585;243;17.581;4;4.0;4.0
1521680193.203139;244;17.562;4;4.0;4.0
1521680193.235224;245;17.542;4;4.0;4.0
1521680193.278837;246;17.523;4;4.0;4.0
1521680193.329203;247;17.503;4;4.0;4.0
1521680193.3529322;248;17.484;4;4.0;4.0
1521680193.375479;249;17.465;4;4.0;4.0
1521680193.43402;250;17.446;4;4.0;4.0
1521680193.474525;251;17.427;4;4.0;4.0
1521680193.5011892;252;17.409;4;4.0;4.0
1521680193.5317812;253;17.39;4;4.0;4.0
1521680193.58472;254;17.371;4;4.0;4.0
1521680193.636108;255;17.353;4;4.0;4.0
1521680193.679163;256;17.335;4;4.0;4.0
1521680193.709166;257;17.316;4;4.0;4.0
1521680193.7333179;258;17.298;4;4.0;4.0
1521680193.750945;259;17.28;4;4.0;4.0
1521680193.818353;260;17.262;4;4.0;4.0
1521680193.86229;261;17.245;4;4.0;4.0
1521680193.896598;262;17.227;4;4.0;4.0
1521680193.931775;263;17.209;4;4.0;4.0
1521680193.9824588;264;17.192;4;4.0;4.0
1521680194.0318668;265;17.175;4;4.0;4.0
1521680194.0637171;266;17.157;4;4.0;4.0
1521680194.091948;267;17.14;4;4.0;4.0
1521680194.1626391;268;17.123;4;4.0;4.0
1521680194.1962829;269;17.106;4;4.0;4.0
1521680194.242681;270;17.089;4;4.0;4.0
1521680194.2828002;271;17.072;4;4.0;4.0
1521680194.311288;272;17.056;4;4.0;4.0
1521680194.360445;273;17.039;4;4.0;4.0
1521680194.383153;274;17.023;4;4.0;4.0
1521680194.410003;275;17.006;4;4.0;4.0
1521680194.4403331;276;16.99;4;4.0;4.0
1521680194.4640949;277;16.974;4;4.0;4.0
1521680194.49231;278;16.957;4;4.0;4.0
1521680194.530914;279;16.941;4;4.0;4.0
1521680194.5628428;280;16.925;4;4.0;4.0
1521680194.5810602;281;16.91;4;4.0;4.0
1521680194.612252;282;16.894;4;4.0;4.0
1521680194.6468182;283;16.878;4;4.0;4.0
1521680194.6742861;284;16.862;4;4.0;4.0
1521680194.704288;285;16.847;4;4.0;4.0
1521680194.7293398;286;16.831;4;4.0;4.0
1521680194.769784;287;16.816;4;4.0;4.0
1521680194.79892;288;16.801;4;4.0;4.0
1521680194.819896;289;16.786;4;4.0;4.0
1521680194.847163;290;16.77;4;4.0;4.0
1521680194.858083;291;16.755;4;4.0;4.0
1521680194.917927;292;16.74;4;4.0;4.0
1521680194.966775;293;16.725;4;4.0;4.0
1521680195.007551;294;16.711;4;4.0;4.0
1521680195.047863;295;16.696;4;4.0;4.0
1521680195.07416;296;16.681;4;4.0;4.0
1521680195.092134;297;16.667;4;4.0;4.0
1521680195.122653;298;16.652;4;4.0;4.0
1521680195.160753;299;16.638;4;4.0;4.0
1521680195.1951628;300;16.623;4;4.0;4.0
1521680195.2294242;301;16.609;4;4.0;4.0
1521680195.257;302;16.595;4;4.0;4.0
1521680195.310091;303;16.581;4;4.0;4.0
1521680195.343056;304;16.567;4;4.0;4.0
1521680195.388215;305;16.553;4;4.0;4.0
1521680195.432875;306;16.539;4;4.0;4.0
1521680195.4614909;307;16.525;4;4.0;4.0
1521680195.497368;308;16.511;4;4.0;4.0
1521680195.529258;309;16.497;4;4.0;4.0
1521680195.551039;310;16.484;4;4.0;4.0
1521680195.578808;311;16.47;4;4.0;4.0
1521680195.608934;312;16.457;4;4.0;4.0
1521680195.659174;313;16.443;4;4.0;4.0
1521680195.688205;314;16.43;4;4.0;4.0
1521680195.727305;315;16.417;4;4.0;4.0
1521680195.768768;316;16.403;4;4.0;4.0
1521680195.8130188;317;16.39;4;4.0;4.0
1521680195.8430269;318;16.377;4;4.0;4.0
1521680195.8672872;319;16.364;4;4.0;4.0
1521680195.884002;320;16.351;4;4.0;4.0
1521680195.912343;321;16.338;4;4.0;4.0
1521680195.953096;322;16.325;4;4.0;4.0
1521680195.97747;323;16.313;4;4.0;4.0
1521680196.024412;324;16.3;4;4.0;4.0
1521680196.050293;325;16.287;4;4.0;4.0
1521680196.102638;326;16.275;4;4.0;4.0
1521680196.1360068;327;16.262;4;4.0;4.0
1521680196.165227;328;16.25;4;4.0;4.0
1521680196.1925929;329;16.237;4;4.0;4.0
1521680196.22574;330;16.225;4;4.0;4.0
1521680196.256216;331;16.213;4;4.0;4.0
1521680196.303582;332;16.2;4;4.0;4.0
1521680196.331552;333;16.188;4;4.0;4.0
1521680196.359294;334;16.176;4;4.0;4.0
1521680196.3998551;335;16.164;4;4.0;4.0
1521680196.462553;336;16.152;4;4.0;4.0
1521680196.4912739;337;16.14;4;4.0;4.0
1521680196.5129879;338;16.128;4;4.0;4.0
1521680196.546077;339;16.116;4;4.0;4.0
1521680196.584834;340;16.105;4;4.0;4.0
1521680196.646372;341;16.093;4;4.0;4.0
1521680196.678664;342;16.081;4;4.0;4.0
1521680196.721977;343;16.07;4;4.0;4.0
1521680196.773512;344;16.058;4;4.0;4.0
1521680196.81115;345;16.047;4;4.0;4.0
1521680196.8602931;346;16.035;4;4.0;4.0
1521680196.9116821;347;16.024;4;4.0;4.0
1521680196.993406;348;16.012;4;4.0;4.0
1521680197.033674;349;16.001;4;4.0;4.0
1521680197.073259;350;15.99;4;4.0;4.0
1521680197.093259;351;15.979;4;4.0;4.0
1521680197.130069;352;15.967;4;4.0;4.0
1521680197.1838841;353;15.956;4;4.0;4.0
1521680197.213131;354;15.945;4;4.0;4.0
1521680197.241924;355;15.934;4;4.0;4.0
1521680197.2835178;356;15.923;4;4.0;4.0
1521680197.323858;357;15.913;4;4.0;4.0
1521680197.352386;358;15.902;4;4.0;4.0
1521680197.3810508;359;15.891;4;4.0;4.0
1521680197.415211;360;15.88;4;4.0;4.0
1521680197.451575;361;15.869;4;4.0;4.0
1521680197.5009012;362;15.859;4;4.0;4.0
1521680197.524676;363;15.848;4;4.0;4.0
1521680197.573783;364;15.838;4;4.0;4.0
1521680197.597583;365;15.827;4;4.0;4.0
1521680197.62529;366;15.817;4;4.0;4.0
1521680197.6471171;367;15.806;4;4.0;4.0
1521680197.6890528;368;15.796;4;4.0;4.0
1521680197.7151182;369;15.786;4;4.0;4.0
1521680197.730602;370;15.775;4;4.0;4.0
1521680197.7588851;371;15.765;4;4.0;4.0
1521680197.787922;372;15.755;4;4.0;4.0
1521680197.816991;373;15.745;4;4.0;4.0
1521680197.856577;374;15.735;4;4.0;4.0
1521680197.883842;375;15.725;4;4.0;4.0
1521680197.927799;376;15.715;4;4.0;4.0
1521680198.016434;377;15.705;4;4.0;4.0
1521680198.049772;378;15.695;4;4.0;4.0
1521680198.086522;379;15.685;4;4.0;4.0
1521680198.118506;380;15.675;4;4.0;4.0
1521680198.148628;381;15.665;4;4.0;4.0
1521680198.206063;382;15.655;4;4.0;4.0
1521680198.241507;383;15.646;4;4.0;4.0
1521680198.2512472;384;15.636;4;4.0;4.0
1521680198.277038;385;15.626;4;4.0;4.0
1521680198.305517;386;15.617;4;4.0;4.0
1521680198.344759;387;15.607;4;4.0;4.0
1521680198.3902972;388;15.598;4;4.0;4.0
1521680198.418426;389;15.588;4;4.0;4.0
1521680198.4546509;390;15.579;4;4.0;4.0
1521680198.488338;391;15.57;4;4.0;4.0
1521680198.518883;392;15.56;4;4.0;4.0
1521680198.54775;393;15.551;4;4.0;4.0
1521680198.585072;394;15.542;4;4.0;4.0
1521680198.6141179;395;15.532;4;4.0;4.0
1521680198.6401742;396;15.523;4;4.0;4.0
1521680198.6699588;397;15.514;4;4.0;4.0
1521680198.6810849;398;15.505;4;4.0;4.0
1521680198.722317;399;15.496;4;4.0;4.0
1521680198.750293;400;15.487;4;4.0;4.0
1521680198.793;401;15.478;4;4.0;4.0
1521680198.806883;402;15.469;4;4.0;4.0
1521680198.828258;403;15.46;4;4.0;4.0
1521680198.8590028;404;15.451;4;4.0;4.0
1521680198.8820858;405;15.442;4;4.0;4.0
1521680198.908936;406;15.433;4;4.0;4.0
1521680198.950052;407;15.425;4;4.0;4.0
1521680198.979855;408;15.416;4;4.0;4.0
1521680198.999506;409;15.407;4;4.0;4.0
1521680199.0277271;410;15.398;4;4.0;4.0
1521680199.057066;411;15.39;4;4.0;4.0
1521680199.0669172;412;15.381;4;4.0;4.0
1521680199.098212;413;15.373;4;4.0;4.0
1521680199.112843;414;15.364;4;4.0;4.0
1521680199.1454;415;15.356;4;4.0;4.0
1521680199.179179;416;15.347;4;4.0;4.0
1521680199.219052;417;15.372;6;4.005;4.0
1521680199.253901;418;15.364;6;4.005;4.0
1521680199.2929852;419;15.355;6;4.005;4.0
1521680199.338953;420;15.413;6;4.01;4.0
1521680199.387891;421;15.405;6;4.01;4.0
1521680199.417057;422;15.462;6;4.015;4.0
1521680199.454012;423;15.519;6;4.021;4.0
1521680199.474277;424;15.575;6;4.026;4.0
1521680199.5072799;425;15.566;6;4.026;4.0
1521680199.542217;426;15.558;6;4.026;4.0
1521680199.603468;427;15.549;6;4.026;4.0
1521680199.668353;428;15.541;6;4.025;4.0
1521680199.691253;429;15.532;6;4.025;4.0
1521680199.7194738;430;15.524;6;4.025;4.0
1521680199.7636778;431;15.515;6;4.025;4.0
1521680199.7952251;432;15.507;6;4.025;4.0
1521680199.8228102;433;15.498;6;4.025;4.0
1521680199.8741682;434;15.49;6;4.025;4.0
1521680199.9033852;435;15.481;6;4.025;4.0
1521680199.92935;436;15.473;6;4.025;4.0
1521680199.972807;437;15.465;6;4.025;4.0
1521680199.9974232;438;15.457;6;4.025;4.0
1521680200.023297;439;15.448;6;4.025;4.0
1521680200.04838;440;15.44;6;4.025;4.0
1521680200.0708532;441;15.432;6;4.025;4.0
1521680200.0930932;442;15.424;6;4.025;4.0
1521680200.1049511;443;15.416;6;4.025;4.0
1521680200.121887;444;15.408;6;4.024;4.0
1521680200.145173;445;15.4;6;4.024;4.0
1521680200.1663759;446;15.392;6;4.024;4.0
1521680200.180912;447;15.384;6;4.024;4.0
1521680200.2187572;448;15.376;6;4.024;4.0
1521680200.250131;449;15.368;6;4.024;4.0
1521680200.287482;450;15.36;6;4.024;4.0
1521680200.320464;451;15.352;6;4.024;4.0
1521680200.344009;452;15.344;6;4.024;4.0
1521680200.3599029;453;15.368;6;4.029;4.0
1521680200.379457;454;15.421;6;4.033;4.0
1521680200.4131799;455;15.413;6;4.033;4.0
1521680200.446201;456;15.406;6;4.033;4.0
1521680200.481921;457;15.398;6;4.033;4.0
1521680200.515869;458;15.39;6;4.033;4.0
1521680200.559496;459;15.382;6;4.033;4.0
1521680200.5948029;460;15.374;6;4.033;4.0
1521680200.608234;461;15.367;6;4.033;4.0
1521680200.645335;462;15.359;6;4.033;4.0
1521680200.6673548;463;15.351;6;4.033;4.0
1521680200.704166;464;15.344;6;4.033;4.0
1521680200.736088;465;15.336;6;4.033;4.0
1521680200.7785048;466;15.329;6;4.033;4.0
1521680200.811433;467;15.321;6;4.032;4.0
1521680200.831347;468;15.313;6;4.032;4.0
1521680200.857119;469;15.306;6;4.032;4.0
1521680200.8889441;470;15.299;6;4.032;4.0
1521680200.923608;471;15.291;6;4.032;4.0
1521680200.9553611;472;15.284;6;4.032;4.0
1521680200.997386;473;15.276;6;4.032;4.0
1521680201.026321;474;15.299;6;4.037;4.0
1521680201.060353;475;15.291;6;4.037;4.0
1521680201.088037;476;15.284;6;4.036;4.0
1521680201.120851;477;15.277;6;4.036;4.0
1521680201.155562;478;15.27;6;4.036;4.0
1521680201.18641;479;15.262;6;4.036;4.0
1521680201.2093709;480;15.255;6;4.036;4.0
1521680201.237602;481;15.248;6;4.036;4.0
1521680201.2680268;482;15.241;6;4.036;4.0
1521680201.293403;483;15.233;6;4.036;4.0
1521680201.314432;484;15.226;6;4.036;4.0
1521680201.3481112;485;15.219;6;4.036;4.0
1521680201.382123;486;15.212;6;4.036;4.0
1521680201.413939;487;15.205;6;4.036;4.0
1521680201.43788;488;15.198;6;4.035;4.0
1521680201.467813;489;15.191;6;4.035;4.0
1521680201.4988081;490;15.184;6;4.035;4.0
1521680201.525707;491;15.177;6;4.035;4.0
1521680201.555177;492;15.17;6;4.035;4.0
1521680201.5885708;493;15.163;6;4.035;4.0
1521680201.61694;494;15.156;6;4.035;4.0
1521680201.6522958;495;15.149;6;4.035;4.0
1521680201.687017;496;15.142;6;4.035;4.0
1521680201.720059;497;15.136;6;4.035;4.0
1521680201.743587;498;15.129;6;4.035;4.0
1521680201.770407;499;15.122;6;4.035;4.0
1521680201.793581;500;15.115;6;4.035;4.0
1521680201.826171;501;15.108;6;4.034;4.0
1521680201.8590138;502;15.102;6;4.034;4.0
1521680201.894152;503;15.095;6;4.034;4.0
1521680201.931836;504;15.088;6;4.034;4.0
1521680201.979399;505;15.082;6;4.034;4.0
1521680202.0179882;506;15.075;6;4.034;4.0
1521680202.054487;507;15.069;6;4.034;4.0
1521680202.087587;508;15.062;6;4.034;4.0
1521680202.118352;509;15.055;6;4.034;4.0
1521680202.146382;510;15.049;6;4.034;4.0
1521680202.169919;511;15.042;6;4.034;4.0
1521680202.198766;512;15.036;6;4.034;4.0
1521680202.218443;513;15.059;6;4.038;4.0
1521680202.249792;514;15.053;6;4.038;4.0
1521680202.27476;515;15.047;6;4.038;4.0
1521680202.285028;516;15.04;6;4.038;4.0
1521680202.30905;517;15.034;6;4.038;4.0
1521680202.348319;518;15.027;6;4.037;4.0
1521680202.3721778;519;15.021;6;4.037;4.0
1521680202.395316;520;15.044;6;4.042;4.0
1521680202.424875;521;15.038;6;4.041;4.0
1521680202.448637;522;15.061;6;4.046;4.0
1521680202.47322;523;15.055;6;4.046;4.0
1521680202.501319;524;15.103;6;4.05;4.0
1521680202.5282319;525;15.096;6;4.05;4.0
1521680202.538188;526;15.118;6;4.054;4.0
1521680202.5665731;527;15.111;6;4.054;4.0
1521680202.597734;528;15.132;6;4.058;4.0
1521680202.6364028;529;15.126;6;4.058;4.0
1521680202.667403;530;15.119;6;4.057;4.0
1521680202.700502;531;15.113;6;4.057;4.0
1521680202.721015;532;15.107;6;4.057;4.0
1521680202.747356;533;15.1;6;4.057;4.0
1521680202.773788;534;15.094;6;4.057;4.0
1521680202.8115;535;15.088;6;4.057;4.0
1521680202.8563058;536;15.081;6;4.057;4.0
1521680202.881139;537;15.075;6;4.057;4.0
1521680202.905112;538;15.069;6;4.057;4.0
1521680202.932127;539;15.063;6;4.056;4.0
1521680202.9575691;540;15.057;6;4.056;4.0
1521680202.9855318;541;15.05;6;4.056;4.0
1521680203.0254028;542;15.044;6;4.056;4.0
1521680203.0651672;543;15.038;6;4.056;4.0
1521680203.095009;544;15.032;6;4.056;4.0
1521680203.109985;545;15.026;6;4.056;4.0
1521680203.135726;546;15.046;6;4.06;4.0
1521680203.155769;547;15.04;6;4.06;4.0
1521680203.1999202;548;15.034;6;4.06;4.0
1521680203.227446;549;15.028;6;4.059;4.0
1521680203.2580538;550;15.022;6;4.059;4.0
1521680203.292064;551;15.016;6;4.059;4.0
1521680203.3211288;552;15.01;6;4.059;4.0
1521680203.345271;553;15.004;6;4.059;4.0
1521680203.370183;554;14.998;6;4.059;4.0
1521680203.393749;555;14.992;6;4.059;4.0
1521680203.420028;556;14.986;6;4.059;4.0
1521680203.4526799;557;14.981;6;4.058;4.0
1521680203.483202;558;14.975;6;4.058;4.0
1521680203.518213;559;14.969;6;4.058;4.0
1521680203.56672;560;14.963;6;4.058;4.0
1521680203.593471;561;14.957;6;4.058;4.0
1521680203.631806;562;14.951;6;4.058;4.0
1521680203.674905;563;14.946;6;4.058;4.0
1521680203.72165;564;14.992;6;4.062;4.0
1521680203.75339;565;14.987;6;4.062;4.0
1521680203.791871;566;14.979;6;4.065;4.0
1521680203.8194351;567;14.973;6;4.065;4.0
1521680203.842368;568;14.993;6;4.069;4.0
1521680203.871426;569;14.988;6;4.069;4.0
1521680203.903629;570;14.982;6;4.069;4.0
1521680203.935337;571;14.976;6;4.068;4.0
1521680203.9728022;572;14.97;6;4.068;4.0
1521680203.9982631;573;14.965;6;4.068;4.0
